student_id,student_name,dob,emis_id,school_info,class,parent_mobile,password,verification_status
STD469,Tamil Pandian,6/7/2020,2026781067,1 - GHSS - Madurai East,6-A,9809046703,Tami@2020,Verified
STD470,Mani Selvam,29-10-2010,2026133061,4 - GHSS - Trichy Central,5-A,9906000700,Mani@2010,Verified
STD471,Kaviya Murugan,28-11-2014,2026296810,1 - GHSS - Madurai East,3-A,9751877560,Kavi@2014,Verified
STD472,Anbarasu Murugan,25-11-2008,2026139646,2 - GHSS - Coimbatore Town,4-B,9974364404,Anba@2008,Verified
STD473,Balan Pandian,28-10-2011,2026292843,1 - GHSS - Madurai East,3-B,9736587241,Bala@2011,Pending
STD474,Jeeva Arasu,10/8/2013,2026217675,3 - GHSS - Salem North,5-B,9637189106,Jeev@2013,Pending
STD475,Chitra Selvam,22-12-2010,2026730010,1 - GHSS - Madurai East,5-A,9755921250,Chit@2010,Verified
STD476,Selvi Rajan,29-04-2008,2026657857,2 - GHSS - Coimbatore Town,8-B,9951725164,Selv@2008,Verified
STD477,Iniya Devi,20-03-2013,2026972744,3 - GHSS - Salem North,4-B,9906626141,Iniy@2013,Verified
STD478,Tamil Rajan,17-03-2013,2026383085,2 - GHSS - Coimbatore Town,6-A,9742916135,Tami@2013,Pending
STD479,Lokesh Arasu,7/12/2015,2026971168,1 - GHSS - Madurai East,4-B,9782686182,Loke@2015,Pending
STD480,Ezhil Devi,3/3/2014,2026328655,2 - GHSS - Coimbatore Town,4-B,9942896848,Ezhi@2014,Pending
STD481,Nila Babu,9/10/2020,2026234985,4 - GHSS - Trichy Central,12-B,9636975077,Nila@2020,Verified
STD482,Balan Arasu,27-02-2020,2026813827,2 - GHSS - Coimbatore Town,4-B,9747705561,Bala@2020,Verified
STD483,Tamil Devi,12/6/2016,2026546460,4 - GHSS - Trichy Central,7-B,9850997637,Tami@2016,Verified
STD484,Selvi Devi,25-07-2017,2026656407,1 - GHSS - Madurai East,2-A,9620166097,Selv@2017,Verified
STD485,Chitra Vel,31-10-2015,2026544548,1 - GHSS - Madurai East,11-A,9963413278,Chit@2015,Pending
STD486,Lokesh Selvam,9/10/2012,2026204853,4 - GHSS - Trichy Central,8-A,9923967800,Loke@2012,Verified
STD487,Gokul Devi,2/4/2009,2026790284,3 - GHSS - Salem North,4-B,9956111447,Goku@2009,Verified
STD488,Chitra Kumar,11/7/2015,2026669374,1 - GHSS - Madurai East,2-B,9800018571,Chit@2015,Verified
STD489,Tamil Vel,29-09-2010,2026975363,2 - GHSS - Coimbatore Town,11-B,9806541363,Tami@2010,Verified
STD490,Mani Vel,18-08-2011,2026280425,2 - GHSS - Coimbatore Town,12-B,9977682869,Mani@2011,Verified
STD491,Ravi Pandian,22-04-2013,2026924856,3 - GHSS - Salem North,2-B,9753878143,Ravi@2013,Verified
STD492,Uday Vel,22-02-2015,2026521615,3 - GHSS - Salem North,6-B,9674487835,Uday@2015,Verified
STD493,Nila Devi,6/8/2016,2026244681,4 - GHSS - Trichy Central,3-A,9611106732,Nila@2016,Pending
STD494,Pari Devi,22-03-2013,2026141673,3 - GHSS - Salem North,2-A,9811613499,Pari@2013,Verified
STD495,Chitra Devi,22-02-2017,2026304494,4 - GHSS - Trichy Central,11-B,9867189820,Chit@2017,Verified
STD496,Gokul Kumar,6/11/2008,2026957814,2 - GHSS - Coimbatore Town,10-A,9986403958,Goku@2008,Verified
STD497,Kaviya Pandian,18-02-2008,2026305115,1 - GHSS - Madurai East,12-B,9673044334,Kavi@2008,Verified
STD498,Gokul Babu,12/9/2008,2026373408,3 - GHSS - Salem North,2-A,9904717221,Goku@2008,Verified
STD499,Ravi Pandian,6/10/2010,2026751478,4 - GHSS - Trichy Central,2-B,9725930343,Ravi@2010,Pending
STD500,Dinesh Selvam,6/5/2012,2026786590,1 - GHSS - Madurai East,7-A,9810141249,Dine@2012,Verified
